qseqid	qlen	sacc	slen	evalue	pident	length	qcovhsp	sp
GZ5_060	105	JQ654703	1559	1.15E-44	99.048	105	100	Lamna_ditropis
GZ5_087	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_090	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_091	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_093	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_096	105	JQ654703	1559	1.15E-44	99.048	105	100	Lamna_ditropis
GZ5_099	105	JQ654703	1559	1.15E-44	99.048	105	100	Lamna_ditropis
GZ5_120	111	JQ654703	1559	1.24E-49	100	111	100	Lamna_ditropis
GZ5_129	109	JQ654703	1559	2.02E-47	99.083	109	100	Lamna_ditropis
GZ5_146	105	JQ654703	1559	1.15E-44	99.048	105	100	Lamna_ditropis
GZ5_147	105	JQ654703	1559	1.15E-44	99.048	105	100	Lamna_ditropis
GZ5_154	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_156	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_157	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_170	105	JQ654703	1559	1.15E-44	99.048	105	100	Lamna_ditropis
GZ5_172	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_174	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_175	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_176	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_177	104	JQ654703	1559	8.78E-46	100	104	100	Lamna_ditropis
GZ5_178	104	JQ654703	1559	8.78E-46	100	104	100	Lamna_ditropis
GZ5_180	104	JQ654703	1559	8.78E-46	100	104	100	Lamna_ditropis
GZ5_181	90	JQ654703	1559	2.00E-36	98.889	90	100	Lamna_ditropis
GZ5_182	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_183	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_184	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_185	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_186	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_189	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_190	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_191	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_192	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ5_196	73	JQ654703	1559	1.90E-25	95.89	73	100	Lamna_ditropis
GZ5_197	113	JQ654703	1559	9.81E-51	100	113	100	Lamna_ditropis
GZ5_199	113	JQ654703	1559	9.81E-51	100	113	100	Lamna_ditropis
GZ5_200	113	JQ654703	1559	9.81E-51	100	113	100	Lamna_ditropis
GZ6_048	114	JQ654703	1559	2.21E-27	98.63	73	64	Lamna_ditropis
GZ6_142	74	JQ654703	1559	2.49E-29	100	74	100	Lamna_ditropis
GZ6_144	76	JQ654703	1559	2.02E-30	100	76	100	Lamna_ditropis
GZ6_154	75	JQ654703	1559	7.10E-30	100	75	100	Lamna_ditropis
GZ6_157	76	JQ654703	1559	4.37E-27	97.368	76	100	Lamna_ditropis
GZ7_001	81	JQ654703	1559	8.06E-30	96.296	81	100	Lamna_ditropis
GZ7_002	106	JQ654703	1559	1.17E-44	99.057	106	100	Lamna_ditropis
GZ7_003	117	JQ654703	1559	1.03E-50	99.145	117	100	Lamna_ditropis
GZ7_004	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_006	82	JQ654703	1559	1.06E-33	100	82	100	Lamna_ditropis
GZ7_007	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_008	115	JQ654703	1559	7.77E-52	100	115	100	Lamna_ditropis
GZ7_010	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_012	100	JQ654703	1559	2.32E-41	99	100	100	Lamna_ditropis
GZ7_014	116	JQ654703	1559	1.02E-50	99.138	116	100	Lamna_ditropis
GZ7_015	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_016	102	JQ654703	1559	5.14E-43	99.02	102	100	Lamna_ditropis
GZ7_020	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_049	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_052	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_054	117	JQ654703	1559	1.03E-50	99.145	117	100	Lamna_ditropis
GZ7_057	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_059	116	JQ654703	1559	7.87E-52	100	115	99	Lamna_ditropis
GZ7_060	115	JQ654703	1559	7.77E-52	100	115	100	Lamna_ditropis
GZ7_061	117	JQ654703	1559	1.03E-50	99.145	117	100	Lamna_ditropis
GZ7_065	116	JQ654703	1559	1.02E-50	99.138	116	100	Lamna_ditropis
GZ7_141	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_142	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_143	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_144	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_145	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_146	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_147	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_148	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_150	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_183	84	JQ654703	1559	2.99E-34	100	83	99	Lamna_ditropis
GZ7_185	117	JQ654703	1559	1.03E-50	99.145	117	100	Lamna_ditropis
GZ7_186	117	JQ654703	1559	1.03E-50	99.145	117	100	Lamna_ditropis
GZ7_191	95	JQ654703	1559	1.30E-38	98.947	95	100	Lamna_ditropis
GZ7_192	65	JQ654703	1559	3.32E-22	98.462	65	100	Lamna_ditropis
GZ7_193	117	JQ654703	1559	4.79E-49	98.291	117	100	Lamna_ditropis
GZ7_194	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_195	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_196	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_197	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_198	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_199	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ7_200	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_023	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_025	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_042	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_044	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ8_045	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ8_046	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ8_047	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ8_048	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ8_049	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ8_050	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ8_051	81	JQ654703	1559	3.72E-33	100	81	100	Lamna_ditropis
GZ8_052	81	JQ654703	1559	3.72E-33	100	81	100	Lamna_ditropis
GZ8_053	60	JQ654703	1559	1.02E-21	100	60	100	Lamna_ditropis
GZ8_061	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_063	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_064	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_065	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_066	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_067	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_068	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_069	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_070	116	JQ654703	1559	2.19E-52	100	116	100	Lamna_ditropis
GZ8_071	111	JQ654703	1559	1.24E-49	100	111	100	Lamna_ditropis
GZ8_072	111	JQ654703	1559	1.24E-49	100	111	100	Lamna_ditropis
GZ8_073	111	JQ654703	1559	1.24E-49	100	111	100	Lamna_ditropis
GZ8_076	111	JQ654703	1559	1.24E-49	100	111	100	Lamna_ditropis
GZ8_077	117	JQ654703	1559	1.72E-48	97.436	117	100	Lamna_ditropis
GZ8_078	99	JQ654703	1559	2.29E-41	98.99	99	100	Lamna_ditropis
GZ8_079	99	JQ654703	1559	2.29E-41	98.99	99	100	Lamna_ditropis
GZ8_080	99	JQ654703	1559	2.29E-41	98.99	99	100	Lamna_ditropis
GZ8_171	117	JQ654703	1559	1.03E-50	99.145	117	100	Lamna_ditropis
GZ8_178	117	JQ654703	1559	1.03E-50	99.145	117	100	Lamna_ditropis
GZ9_061	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_062	105	JQ654703	1559	2.48E-46	100	105	100	Lamna_ditropis
GZ9_063	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_064	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_065	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_068	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_070	99	JQ654703	1559	4.92E-43	100	99	100	Lamna_ditropis
GZ9_072	77	JQ654703	1559	5.73E-31	100	77	100	Lamna_ditropis
GZ9_073	91	JQ654703	1559	2.03E-36	98.901	91	100	Lamna_ditropis
GZ9_075	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_076	98	JQ654703	1559	3.77E-39	97.959	98	100	Lamna_ditropis
GZ9_077	98	JQ654703	1559	8.11E-41	98.98	98	100	Lamna_ditropis
GZ9_078	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_079	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_080	106	JQ654703	1559	5.43E-43	98.113	106	100	Lamna_ditropis
GZ9_148	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ9_168	98	JQ654703	1559	1.74E-42	100	98	100	Lamna_ditropis
GZ7_024	116	DQ108312	655	2.19E-52	100	116	100	Mustelus_antarcticus
GZ10_177	76	KC290953	706	2.02E-30	100	76	100	Mustelus_canis
GZ8_182	146	KC290953	706	3.76E-66	98.621	145	99	Mustelus_canis
GZ7_021	115	HQ149887	648	1.69E-43	95.652	115	100	Mustelus_mosis
GZ7_031	116	HQ149887	648	1.02E-50	99.138	116	100	Mustelus_mosis
GZ7_035	116	HQ149887	648	1.02E-50	99.138	116	100	Mustelus_mosis
GZ7_038	116	HQ171693	652	1.33E-44	98.131	107	92	Mustelus_mosis
GZ7_039	230	JF493920	648	2.39E-50	99.138	116	50	Mustelus_mustelus
GZ7_122	116	JN641221	665	2.19E-52	100	116	100	Mustelus_punctulatus
GZ10_101	116	EU074487	652	2.83E-51	99.138	116	100	Mustelus_schmitti
GZ10_102	116	EU074487	652	1.02E-50	99.138	116	100	Mustelus_schmitti
GZ10_103	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_104	116	EU074487	652	2.83E-51	99.138	116	100	Mustelus_schmitti
GZ10_105	116	EU074487	652	1.02E-50	99.138	116	100	Mustelus_schmitti
GZ10_106	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_107	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_108	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_109	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_110	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_111	116	EU074487	652	1.02E-50	99.138	116	100	Mustelus_schmitti
GZ10_112	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_113	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_115	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_116	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_117	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_118	84	EU074487	652	8.32E-35	100	84	100	Mustelus_schmitti
GZ10_119	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ10_120	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ11_073	105	EU074487	652	2.48E-46	100	105	100	Mustelus_schmitti
GZ4_121	82	EU074487	652	1.06E-33	100	82	100	Mustelus_schmitti
GZ7_022	115	EU074487	652	7.77E-52	100	115	100	Mustelus_schmitti
GZ7_023	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ7_026	115	EU074487	652	7.77E-52	100	115	100	Mustelus_schmitti
GZ7_027	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ7_029	117	EU074487	652	1.03E-50	99.145	117	100	Mustelus_schmitti
GZ7_033	115	EU074487	652	7.77E-52	100	115	100	Mustelus_schmitti
GZ7_034	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ7_036	116	EU074487	652	2.19E-52	100	116	100	Mustelus_schmitti
GZ7_118	82	KF590421	561	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ7_119	82	KF590421	561	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ7_120	82	KF590421	561	1.06E-33	100	82	100	Isurus_oxyrinchus
GZ10_130	116	KF590440	654	2.19E-52	100	116	100	Carcharhinus_sorrah
GZ8_096	116	KF590440	654	2.19E-52	100	116	100	Carcharhinus_sorrah
GZ8_098	117	KF590440	654	1.03E-50	99.145	117	100	Carcharhinus_sorrah
GZ8_099	117	KF590440	654	1.03E-50	99.145	117	100	Carcharhinus_sorrah
GZ10_052	116	KF590467	654	2.83E-51	99.138	116	100	Prionace_glauca
GZ10_144	82	KF590467	654	1.06E-33	100	82	100	Prionace_glauca
GZ7_079	116	KF590467	654	1.02E-50	99.138	116	100	Prionace_glauca
GZ10_197	116	KF590511	633	2.85E-46	100	105	91	Carcharhinus_falciformis
GZ3_061	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_062	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_063	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_064	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_065	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_066	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_067	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_068	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ3_069	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ4_100	143	KF646785	16704	2.85E-62	99.27	137	96	Carcharhinus_falciformis
GZ4_084	119	KF899808	655	4.87E-54	100	119	100	Carcharhinus_leucas
GZ7_047	116	KF899808	655	7.87E-52	100	115	99	Carcharhinus_leucas
GZ4_066	143	KF962053	16699	3.69E-61	99.254	134	94	Lamna_ditropis
GZ4_068	143	KF962053	16699	3.69E-61	99.254	134	94	Lamna_ditropis
GZ4_069	143	KF962053	16699	3.69E-61	99.254	134	94	Lamna_ditropis
GZ4_071	143	KF962053	16699	2.85E-62	100	134	94	Lamna_ditropis
GZ4_074	134	KF962053	16699	2.62E-62	100	134	100	Lamna_ditropis
GZ4_075	135	KF962053	16699	7.40E-58	100	126	93	Lamna_ditropis
GZ4_080	123	KF962053	16699	3.04E-56	100	123	100	Lamna_ditropis
GZ3_121	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ3_122	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ3_123	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ3_135	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ4_191	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ4_192	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ4_196	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ4_197	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ4_198	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ4_199	139	KJ146026	710	4.56E-65	100	139	100	Alopias_pelagicus
GZ5_141	136	KJ146026	710	2.06E-63	100	136	100	Alopias_pelagicus
GZ5_144	136	KJ146026	710	2.06E-63	100	136	100	Alopias_pelagicus
GZ5_148	134	KJ146026	710	2.62E-62	100	134	100	Alopias_pelagicus
GZ5_150	134	KJ146026	710	2.62E-62	100	134	100	Alopias_pelagicus
GZ5_158	134	KJ146026	710	2.62E-62	100	134	100	Alopias_pelagicus
GZ5_159	134	KJ146026	710	2.62E-62	100	134	100	Alopias_pelagicus
GZ5_160	134	KJ146026	710	2.62E-62	100	134	100	Alopias_pelagicus
GZ8_026	127	KJ146026	710	1.90E-58	100	127	100	Alopias_pelagicus
GZ8_033	111	KJ146026	710	5.76E-48	99.099	111	100	Alopias_pelagicus
GZ8_037	123	KJ146026	710	3.04E-56	100	123	100	Alopias_pelagicus
GZ8_038	122	KJ146026	710	1.08E-55	100	122	100	Alopias_pelagicus
GZ10_089	82	KJ146027	663	1.37E-32	100	80	98	Carcharhinus_brachyurus
GZ10_114	116	KJ146029	654	2.19E-52	100	116	100	Galeorhinus_galeus
GZ3_175	116	KJ146029	654	2.19E-52	100	116	100	Galeorhinus_galeus
GZ7_037	116	KJ146029	654	2.19E-52	100	116	100	Galeorhinus_galeus
GZ8_062	103	KJ146038	715	3.12E-45	100	103	100	Isurus_oxyrinchus
GZ8_154	79	KJ146038	715	4.63E-32	100	79	100	Isurus_oxyrinchus
GZ2_142	96	KJ146041	669	2.19E-41	100	96	100	Lamna_nasus
GZ2_153	96	KJ146041	669	2.19E-41	100	96	100	Lamna_nasus
GZ4_064	303	KJ146041	669	6.14E-147	98.35	303	100	Lamna_nasus
GZ4_065	303	KJ146041	669	6.14E-147	98.35	303	100	Lamna_nasus
GZ9_103	303	KJ146041	669	6.14E-147	98.35	303	100	Lamna_nasus
GZ8_181	128	KJ146044	649	5.37E-54	100	119	93	 Prionace_ glauca
GZ1_073	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ10_136	82	KJ146045	663	1.06E-33	100	82	100	Sphyrna_zygaena
GZ3_008	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_101	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_102	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_103	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_104	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_105	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_106	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_107	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_108	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_109	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_110	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_111	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_112	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_113	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_114	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_115	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_116	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_117	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_119	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_120	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_129	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_137	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_142	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_146	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ3_172	111	KJ146045	663	1.24E-49	100	111	100	Sphyrna_zygaena
GZ3_177	107	KJ146045	663	1.97E-47	100	107	100	Sphyrna_zygaena
GZ3_196	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ4_131	98	KJ146045	663	1.74E-42	100	98	100	Sphyrna_zygaena
GZ4_138	96	KJ146045	663	2.19E-41	100	96	100	Sphyrna_zygaena
GZ4_194	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ5_195	112	KJ146045	663	3.49E-50	100	112	100	Sphyrna_zygaena
GZ7_056	115	KJ146045	663	7.77E-52	100	115	100	Sphyrna_zygaena
GZ8_115	116	KJ146045	663	2.19E-52	100	116	100	Sphyrna_zygaena
GZ7_025	115	KJ768265	652	3.62E-50	99.13	115	100	Mustelus_mustelus
GZ7_131	117	KJ768265	652	1.03E-50	99.145	117	100	Mustelus_mustelus
GZ7_028	116	KM396933	659	2.19E-52	100	116	100	Rhizoprionodon_acutus
GZ7_053	116	KM396933	659	2.19E-52	100	116	100	Rhizoprionodon_acutus
GZ5_018	99	KM396947	666	4.92E-43	100	99	100	Triaenodon_obesus
GZ11_151	111	KM396949	674	7.45E-47	98.23	113	100	Carcharhinus_albimarginatus
GZ11_166	105	KM973088	569	2.48E-46	100	105	100	Carcharhinus_amblyrhynchos
GZ5_111	115	KM973088	569	7.77E-52	100	115	100	Carcharhinus_amblyrhynchos
GZ6_120	112	KM973135	519	1.29E-29	98.718	78	70	Carcharhinus_sorrah
GZ11_156	131	KM973140	528	2.06E-28	98.667	75	57	Loxodon_macrorhinus
GZ6_106	109	KM973145	524	2.69E-26	96.154	78	72	Loxodon_macrorhinus
GZ11_097	127	KM973149	508	4.26E-30	100	76	60	Carcharhinus_falciformis
GZ11_101	113	KM973149	508	3.66E-25	96.053	76	67	Carcharhinus_falciformis
GZ11_105	124	KM973149	508	4.15E-25	96.053	76	61	Carcharhinus_falciformis
GZ6_134	114	KM973149	508	2.84E-31	100	78	68	Carcharhinus_falciformis
GZ6_017	115	KM987409	503	1.04E-25	97.297	74	64	Carcharhinus_falciformis
GZ11_140	126	KM987452	529	3.14E-56	99.213	127	100	Rhizoprionodon_porosus
GZ10_090	103	KP177231	744	6.74E-42	97.087	103	100	Sphyrna_zygaena
GZ8_113	116	KP177231	744	2.19E-52	100	116	100	Sphyrna_zygaena
GZ10_198	115	KP177232	671	7.77E-52	100	115	100	Sphyrna_zygaena
GZ3_163	141	KP177232	671	3.59E-66	100	141	100	Sphyrna_zygaena
GZ3_164	141	KP177232	671	3.59E-66	100	141	100	Sphyrna_zygaena
GZ3_165	141	KP177232	671	3.59E-66	100	141	100	Sphyrna_zygaena
GZ3_167	141	KP177232	671	3.59E-66	100	141	100	Sphyrna_zygaena
GZ3_168	141	KP177232	671	3.59E-66	100	141	100	Sphyrna_zygaena
GZ3_169	141	KP177232	671	3.59E-66	100	141	100	Sphyrna_zygaena
GZ3_170	141	KP177232	671	3.59E-66	100	141	100	Sphyrna_zygaena
GZ11_172	91	KP177248	730	1.21E-38	100	91	100	Sphyrna_lewini
GZ1_025	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ1_038	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ10_093	122	KP177306	676	1.08E-55	100	122	100	Sphyrna_lewini
GZ11_179	106	KP177306	676	3.25E-45	100	103	97	Sphyrna_lewini
GZ2_141	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ2_145	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ2_159	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ2_186	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_019	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_128	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ7_009	97	KP177306	676	6.17E-42	100	97	100	Sphyrna_lewini
GZ7_042	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ8_112	97	KP177306	676	4.81E-38	97.938	97	100	Sphyrna_lewini
GZ8_117	117	KP177306	676	1.03E-50	99.145	117	100	Sphyrna_lewini
GZ8_119	97	KP177306	676	4.81E-38	97.938	97	100	Sphyrna_lewini
GZ8_176	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ8_177	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ8_179	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ8_180	116	KP177306	676	2.19E-52	100	116	100	Sphyrna_lewini
GZ8_197	141	KP177306	676	6.01E-64	99.291	141	100	Sphyrna_lewini
GZ9_140	95	KP177306	676	7.74E-41	100	95	100	Sphyrna_lewini
GZ10_170	82	KP177307	676	1.06E-33	100	82	100	Sphyrna_lewini
GZ11_132	94	KP177307	676	2.13E-36	97.872	94	100	Sphyrna_lewini
GZ8_121	79	KP177307	676	1.00E-28	96.203	79	100	Sphyrna_lewini
GZ9_156	92	KP177307	676	3.43E-39	100	92	100	Sphyrna_lewini
GZ11_077	86	KP177317	681	6.68E-36	100	86	100	Sphyrna_lewini
GZ2_147	116	KP177317	681	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_002	116	KP177317	681	2.19E-52	100	116	100	Sphyrna_lewini
GZ3_013	116	KP177317	681	2.19E-52	100	116	100	Sphyrna_lewini
GZ7_058	115	KP177317	681	7.77E-52	100	115	100	Sphyrna_lewini
GZ11_045	99	KP193163	652	4.92E-43	100	99	100	Carcharhinus_sorrah
GZ7_043	112	KP193163	652	3.51E-45	97.321	112	100	Carcharhinus_sorrah
GZ10_010	117	KP193281	652	1.03E-50	99.145	117	100	Carcharhinus_longimanus
GZ11_090	105	KP193281	652	2.48E-46	100	105	100	Carcharhinus_longimanus
GZ11_165	105	KP193281	652	2.48E-46	100	105	100	Carcharhinus_longimanus
GZ11_167	104	KP193281	652	8.78E-46	100	104	100	Carcharhinus_longimanus
GZ7_184	111	KP193281	652	1.24E-49	100	111	100	Carcharhinus_longimanus
GZ7_080	116	KP193351	652	2.19E-52	100	116	100	Carcharhinus_sorrah
