code	title	timing	scope	severity	score	invasive
5.4	Fishing & harvesting aquatic resources	Ongoing	Minority (<50%)	NA	Low Impact: 4	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	Unknown	NA	Unknown	NA
5.4.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Unknown	NA	Unknown	NA
5.4.2	Intentional use: (large scale) [harvest]	Ongoing	Minority (<50%)	NA	Low Impact: 4	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.2	Small-holder farming	Ongoing	Unknown	Unknown	Unknown	NA
2.2	Wood & pulp plantations	Ongoing	Unknown	Unknown	Unknown	NA
2.2.1	Small-holder plantations	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Unknown	Unknown	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
3.2	Mining & quarrying	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Slow, Significant Declines	Low Impact: 5	NA
7.1	Fire & fire suppression	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
2.1	Annual & perennial non-timber crops	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
2.1.2	Small-holder farming	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
2.2	Wood & pulp plantations	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
2.2.1	Small-holder plantations	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
2.2.2	Agro-industry plantations	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
5.1	Hunting & trapping terrestrial animals	Ongoing	Whole (>90%)	Rapid Declines	High Impact: 8	NA
5.1.1	Intentional use (species is the target)	Ongoing	Whole (>90%)	Rapid Declines	High Impact: 8	NA
5.3	Logging & wood harvesting	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
5.3.5	Motivation Unknown/Unrecorded	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
6.3	Work & other activities	Ongoing	Whole (>90%)	Slow, Significant Declines	Medium Impact: 7	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.1	Nomadic grazing	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	Majority (50-90%)	Very Rapid Declines	High Impact: 8	NA
5.4.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Very Rapid Declines	High Impact: 8	NA
5.4.2	Intentional use: (large scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.4.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.4.4	Unintentional effects: (large scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Unknown	Unknown	Unknown	NA
2.1.2	Small-holder farming	Ongoing	Unknown	Unknown	Unknown	NA
5.1	Hunting & trapping terrestrial animals	Ongoing	Unknown	Unknown	Unknown	NA
5.1.1	Intentional use (species is the target)	Ongoing	Unknown	Unknown	Unknown	NA
2.2	Wood & pulp plantations	Ongoing	Unknown	Unknown	Unknown	NA
2.2.1	Small-holder plantations	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Unknown	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Unknown	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Unknown	Unknown	Unknown	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
1.1	Housing & urban areas	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.2	Small-holder farming	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	Whole (>90%)	Unknown	Unknown	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	Whole (>90%)	Unknown	Unknown	NA
5.2	Gathering terrestrial plants	Ongoing	Whole (>90%)	Unknown	Unknown	NA
5.2.1	Intentional use (species is the target)	Ongoing	Whole (>90%)	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Whole (>90%)	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Whole (>90%)	Unknown	Unknown	NA
8.1	Invasive non-native/alien species/diseases (Pinus kesiya)	Ongoing	Whole (>90%)	Unknown	Unknown	Pinus kesiya
8.1	Invasive non-native/alien species/diseases (Unspecified Eucalyptus)	Ongoing	Whole (>90%)	Unknown	Unknown	Unspecified Eucalyptus
8.1.2	Named species (Pinus kesiya)	Ongoing	Whole (>90%)	Unknown	Unknown	Pinus kesiya
8.1.2	Named species (Unspecified Eucalyptus)	Ongoing	Whole (>90%)	Unknown	Unknown	Unspecified Eucalyptus
7.1	Fire & fire suppression	Ongoing	Unknown	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Unknown	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
7.1	Fire & fire suppression	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
7.1.2	Supression in fire frequency/intensity	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1	Annual & perennial non-timber crops	Ongoing	Minority (<50%)	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Minority (<50%)	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Minority (<50%)	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Minority (<50%)	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.2	Small-holder farming	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	NA	NA	Low Impact: 3	NA
5.2	Gathering terrestrial plants	Ongoing	NA	NA	Low Impact: 3	NA
5.2.2	Unintentional effects (species is not the target)	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
8.1	Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis)	Ongoing	NA	NA	Low Impact: 3	Batrachochytrium dendrobatidis
8.1.2	Named species (Batrachochytrium dendrobatidis)	Ongoing	NA	NA	Low Impact: 3	Batrachochytrium dendrobatidis
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Unknown	Unknown	Unknown	NA
3.2	Mining & quarrying	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Unknown	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Unknown	Unknown	Unknown	NA
11.1	Habitat shifting & alteration	Future	Whole (>90%)	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Future	Whole (>90%)	Unknown	Unknown	NA
2.1.2	Small-holder farming	Future	Whole (>90%)	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Whole (>90%)	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Whole (>90%)	Unknown	Unknown	NA
5.2	Gathering terrestrial plants	Ongoing	NA	NA	Low Impact: 3	NA
5.2.1	Intentional use (species is the target)	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Slow, Significant Declines	Medium Impact: 6	NA
3.3	Renewable energy	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Minority (<50%)	Negligible declines	Low Impact: 4	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Minority (<50%)	Negligible declines	Low Impact: 4	NA
5.3.4	Unintentional effects: (large scale) [harvest]	Ongoing	Minority (<50%)	Negligible declines	Low Impact: 4	NA
7.1	Fire & fire suppression	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
7.1.2	Supression in fire frequency/intensity	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.2	Wood & pulp plantations	Ongoing	NA	NA	Low Impact: 3	NA
2.2.1	Small-holder plantations	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.1	Nomadic grazing	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
1.1	Housing & urban areas	Ongoing	NA	NA	Low Impact: 3	NA
11.3	Temperature extremes	Ongoing	NA	NA	Low Impact: 3	NA
11.4	Storms & flooding	Ongoing	NA	NA	Low Impact: 3	NA
1.2	Commercial & industrial areas	Ongoing	NA	NA	Low Impact: 3	NA
1.3	Tourism & recreation areas	Ongoing	NA	NA	Low Impact: 3	NA
4.3	Shipping lanes	Ongoing	NA	NA	Low Impact: 3	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	NA	NA	Low Impact: 3	NA
5.4.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.4.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.4.6	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
6.1	Recreational activities	Ongoing	NA	NA	Low Impact: 3	NA
8.1	Invasive non-native/alien species/diseases	Ongoing	NA	NA	Low Impact: 3	NA
8.1.1	Unspecified species	Ongoing	NA	NA	Low Impact: 3	NA
8.2	Problematic native species/diseases	Ongoing	NA	NA	Low Impact: 3	NA
8.2.1	Unspecified species	Ongoing	NA	NA	Low Impact: 3	NA
9.1	Domestic & urban waste water	Ongoing	NA	NA	Low Impact: 3	NA
9.1.3	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.2	Industrial & military effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.2.3	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.3	Agricultural & forestry effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.3.2	Soil erosion, sedimentation	Ongoing	NA	NA	Low Impact: 3	NA
9.3.4	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.5	Air-borne pollutants	Ongoing	NA	NA	Low Impact: 3	NA
9.5.3	Ozone	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
9.3	Agricultural & forestry effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.3.2	Soil erosion, sedimentation	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.2	Small-holder farming	Ongoing	Unknown	Unknown	Unknown	NA
2.3	Livestock farming & ranching	Ongoing	Unknown	Unknown	Unknown	NA
2.3.1	Nomadic grazing	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.1	Nomadic grazing	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.2	Intentional use: (large scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
2.1.2	Small-holder farming	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.2	Small-holder grazing, ranching or farming	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.3	Livestock farming & ranching	Ongoing	Unknown	Unknown	Unknown	NA
2.3.1	Nomadic grazing	Ongoing	Unknown	Unknown	Unknown	NA
5.2	Gathering terrestrial plants	Ongoing	Unknown	Unknown	Unknown	NA
5.2.1	Intentional use (species is the target)	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Unknown	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Unknown	Unknown	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	Minority (<50%)	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Minority (<50%)	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Minority (<50%)	Unknown	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Minority (<50%)	Unknown	Unknown	NA
2.3	Livestock farming & ranching	Ongoing	NA	NA	Low Impact: 3	NA
2.3.1	Nomadic grazing	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
9.3	Agricultural & forestry effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.3.2	Soil erosion, sedimentation	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.4.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.4.2	Intentional use: (large scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.4.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.4.4	Unintentional effects: (large scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.2	Small-holder farming	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
7.1	Fire & fire suppression	Ongoing	Unknown	NA	Unknown	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Unknown	NA	Unknown	NA
2.1	Annual & perennial non-timber crops	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
2.1.1	Shifting agriculture	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3	Logging & wood harvesting	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
7.1	Fire & fire suppression	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	Majority (50-90%)	Rapid Declines	Medium Impact: 7	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
1.1	Housing & urban areas	Ongoing	NA	NA	Low Impact: 3	NA
11.3	Temperature extremes	Ongoing	NA	NA	Low Impact: 3	NA
11.4	Storms & flooding	Ongoing	NA	NA	Low Impact: 3	NA
1.2	Commercial & industrial areas	Ongoing	NA	NA	Low Impact: 3	NA
1.3	Tourism & recreation areas	Ongoing	NA	NA	Low Impact: 3	NA
4.3	Shipping lanes	Ongoing	NA	NA	Low Impact: 3	NA
5.4	Fishing & harvesting aquatic resources	Ongoing	NA	NA	Low Impact: 3	NA
5.4.1	Intentional use: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.4.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
5.4.6	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
6.1	Recreational activities	Ongoing	NA	NA	Low Impact: 3	NA
8.1	Invasive non-native/alien species/diseases	Ongoing	NA	NA	Low Impact: 3	NA
8.1.1	Unspecified species	Ongoing	NA	NA	Low Impact: 3	NA
8.2	Problematic native species/diseases	Ongoing	NA	NA	Low Impact: 3	NA
8.2.1	Unspecified species	Ongoing	NA	NA	Low Impact: 3	NA
9.1	Domestic & urban waste water	Ongoing	NA	NA	Low Impact: 3	NA
9.1.3	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.2	Industrial & military effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.2.3	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.3	Agricultural & forestry effluents	Ongoing	NA	NA	Low Impact: 3	NA
9.3.2	Soil erosion, sedimentation	Ongoing	NA	NA	Low Impact: 3	NA
9.3.4	Type Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
9.5	Air-borne pollutants	Ongoing	NA	NA	Low Impact: 3	NA
9.5.3	Ozone	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.1	Increase in fire frequency/intensity	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
2.1.1	Shifting agriculture	Ongoing	Minority (<50%)	Rapid Declines	Medium Impact: 6	NA
3.2	Mining & quarrying	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.5	Motivation Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	NA	NA	Low Impact: 3	NA
2.1.1	Shifting agriculture	Ongoing	NA	NA	Low Impact: 3	NA
5.3	Logging & wood harvesting	Ongoing	NA	NA	Low Impact: 3	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	NA	NA	Low Impact: 3	NA
7.1	Fire & fire suppression	Ongoing	NA	NA	Low Impact: 3	NA
7.1.3	Trend Unknown/Unrecorded	Ongoing	NA	NA	Low Impact: 3	NA
2.1	Annual & perennial non-timber crops	Ongoing	Unknown	Unknown	Unknown	NA
2.1.1	Shifting agriculture	Ongoing	Unknown	Unknown	Unknown	NA
5.3	Logging & wood harvesting	Ongoing	Unknown	Unknown	Unknown	NA
5.3.3	Unintentional effects: (subsistence/small scale) [harvest]	Ongoing	Unknown	Unknown	Unknown	NA
