scientific_name	datetime	description	place_guess	latitude	longitude	tag_list	common_name	url	image_url	user_login	id	species_guess	iconic_taxon_name	taxon_id	id_please	num_identification_agreements	num_identification_disagreements	observed_on_string	observed_on	time_observed_at	time_zone	positional_accuracy	private_place_guess	geoprivacy	coordinates_obscured	positioning_method	positioning_device	out_of_range	user_id	created_at	updated_at	quality_grade	license	oauth_application_id	captive_cultivated
Zanthoxylum americanum	8/23/2017 16:28	NA	"Leeds and Grenville United Counties, ON, Canada"	44.53842763	-76.10461235	NA	Prickly-ash	https://www.inaturalist.org/observations/7624816	https://static.inaturalist.org/photos/9968325/medium.jpg?1503533046	brianbarkley	7624816	Prickly Ash	Plantae	54836	FALSE	3	0	2017/08/23 4:28 PM EDT	8/23/2017	2017-08-23 20:28:00 UTC	Eastern Time (US & Canada)	122	NA	NA	FALSE			NA	473397	2017-08-24 00:24:31 UTC	2017-11-03 13:21:16 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	8/21/2017 17:45	NA	"N Branch Trail, Chicago, IL 60646, USA"	42.00310133	-87.7813528	NA	Prickly-ash	https://www.inaturalist.org/observations/7604308	https://static.inaturalist.org/photos/9937038/medium.jpeg?1503415379	bouteloua	7604308	Prickly Ash	Plantae	54836	FALSE	2	0	2017-08-21 5:45:24 PM CDT	8/21/2017	2017-08-21 22:45:24 UTC	Central Time (US & Canada)	7	NA	NA	FALSE			NA	8882	2017-08-22 15:22:56 UTC	2017-08-23 11:12:08 UTC	research	CC-BY-NC	2	FALSE
Zanthoxylum americanum	8/20/2017 0:00	NA	"Shirleys Bay, Ottawa"	45.373248	-75.892349	NA	Prickly-ash	https://www.inaturalist.org/observations/7584242	https://static.inaturalist.org/photos/9907539/medium.jpeg?1503315132	jaliya	7584242	Prickly Ash	Plantae	54836	FALSE	2	0	8/20/2017	8/20/2017		Eastern Time (US & Canada)	NA	NA	NA	FALSE			NA	110360	2017-08-21 11:32:17 UTC	2017-10-13 14:09:50 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	8/19/2017 9:17	NA	"Bay, Ottawa, ON, CA"	45.36061848	-75.86143599	NA	Prickly-ash	https://www.inaturalist.org/observations/7554262	https://static.inaturalist.org/photos/9860638/medium.jpg?1503148747	sophie_roy	7554262	Prickly Ash	Plantae	54836	FALSE	3	0	Sat Aug 19 2017 09:17:05 GMT-0400 (EDT)	8/19/2017	2017-08-19 13:17:05 UTC	Eastern Time (US & Canada)	5	NA	NA	FALSE			NA	208988	2017-08-19 13:18:54 UTC	2017-08-21 14:47:06 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	8/18/2017 13:57	NA	"Greenbelt   Crystal Bay - Lakeview Park - Britannia Village, Ottawa, ON, Canada"	45.36124382	-75.864788	NA	Prickly-ash	https://www.inaturalist.org/observations/7551572	https://static.inaturalist.org/photos/9856234/medium.jpg?1503114027	christine123	7551572	Prickly Ash	Plantae	54836	FALSE	2	0	2017/08/18 1:57 PM EDT	8/18/2017	2017-08-18 17:57:00 UTC	Eastern Time (US & Canada)	46	NA	NA	FALSE			NA	103695	2017-08-19 03:41:16 UTC	2017-08-21 14:47:24 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	8/15/2017 13:54	NA	"Clark Reservation State Park, De Witt, NY, US"	42.99478607	-76.09251743	NA	Prickly-ash	https://www.inaturalist.org/observations/7515556	https://static.inaturalist.org/photos/9796690/medium.jpg?1502852440	whiteoak	7515556	Prickly Ash	Plantae	54836	FALSE	1	0	Tue Aug 15 2017 13:54:11 GMT-0400 (EDT)	8/15/2017	2017-08-15 17:54:11 UTC	Eastern Time (US & Canada)	5	NA	NA	FALSE			NA	18327	2017-08-16 03:00:37 UTC	2017-08-16 03:05:54 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	8/13/2017 10:21	NA	"Bunker Hill Woods Preserve, Niles, IL, US"	42.01010833	-87.79087	NA	Prickly-ash	https://www.inaturalist.org/observations/7481093	https://static.inaturalist.org/photos/9740574/medium.jpg?1502657373	kennedy9094	7481093	Prickly Ash	Plantae	54836	FALSE	2	0	Sun Aug 13 2017 10:21:00 GMT-0500 (CDT)	8/13/2017	2017-08-13 15:21:00 UTC	Central Time (US & Canada)	NA	NA	NA	FALSE			NA	427918	2017-08-13 20:49:30 UTC	2017-09-19 15:24:19 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	8/12/2017 10:33	NA	"Lambton County, ON, Canada"	42.76823056	-82.41172222	NA	Prickly-ash	https://www.inaturalist.org/observations/7465886	https://static.inaturalist.org/photos/9715414/medium.jpg?1502572750	pwdeacon	7465886	Prickly Ash	Plantae	54836	FALSE	2	0	2017/08/12 10:33 AM EDT	8/12/2017	2017-08-12 14:33:00 UTC	Eastern Time (US & Canada)	NA	NA	NA	FALSE			NA	362446	2017-08-12 21:25:44 UTC	2017-08-14 14:51:42 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	8/12/2017 11:33	NA	"56401, East Gull Lake, MN, US"	46.4117808	-94.3603102	NA	Prickly-ash	https://www.inaturalist.org/observations/7461558	https://static.inaturalist.org/photos/9707868/medium.jpg?1502556465	james196	7461558	Prickly Ash	Plantae	54836	FALSE	1	0	Sat Aug 12 2017 11:33:48 GMT-0500 (CDT)	8/12/2017	2017-08-12 16:33:48 UTC	Central Time (US & Canada)	5	NA	NA	FALSE			NA	513327	2017-08-12 16:40:25 UTC	2017-09-25 01:53:26 UTC	research		3	FALSE
Zanthoxylum americanum	8/12/2017 10:15	NA	"56374, St. Wendel, MN, US"	45.59220816	-94.38698477	NA	Prickly-ash	https://www.inaturalist.org/observations/7460499	https://static.inaturalist.org/photos/9706049/medium.jpg?1502550986	ellagrote	7460499	Prickly Ash	Plantae	54836	FALSE	1	0	Sat Aug 12 2017 10:15:20 GMT-0500 (CDT)	8/12/2017	2017-08-12 15:15:20 UTC	Central Time (US & Canada)	5	NA	NA	FALSE			NA	507512	2017-08-12 15:16:11 UTC	2017-08-13 07:32:45 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	8/12/2017 10:19	NA	"St. Clair, St. Clair, ON, CA"	42.76715525	-82.4162043	NA	Prickly-ash	http://inaturalist.ca/observations/7460359	https://static.inaturalist.org/photos/9705828/medium.jpg?1502550453	bkorol	7460359	Prickly Ash	Plantae	54836	FALSE	2	0	Sat Aug 12 2017 10:19:06 GMT-0400 (EDT)	8/12/2017	2017-08-12 14:19:06 UTC	Eastern Time (US & Canada)	5	NA	NA	FALSE			NA	533871	2017-08-12 15:06:40 UTC	2017-08-14 15:36:42 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	8/8/2017 13:12	NA	"North Burlington, Hamilton, ON, CA"	43.334305	-79.87106333	NA	Prickly-ash	http://inaturalist.ca/observations/7413448	https://static.inaturalist.org/photos/9630905/medium.jpg?1502236630	jmarkodunn	7413448	Prickly Ash	Plantae	54836	FALSE	1	0	Tue Aug 08 2017 13:12:26 GMT-0400 (EDT)	8/8/2017	2017-08-08 17:12:26 UTC	Eastern Time (US & Canada)	NA	NA	NA	FALSE			NA	538084	2017-08-08 23:57:07 UTC	2017-08-09 00:58:00 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	8/5/2017 13:15		"Peterborough, Ontario, Canada"	44.22180167	-78.36341		Prickly-ash	https://www.inaturalist.org/observations/7383000	https://static.inaturalist.org/photos/9580180/medium.jpeg?1502057131	donaldasutherland	7383000	Prickly Ash	Plantae	54836	FALSE	1	0	2017/08/05 1:15 PM EDT	8/5/2017	2017-08-05 17:15:00 UTC	Eastern Time (US & Canada)	2			FALSE			NA	437461	2017-08-06 22:20:56 UTC	2017-08-15 18:47:49 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	8/2/2017 8:17		"Peterborough, CA-ON, CA"	44.50378435	-78.10132863		Prickly-ash	https://www.inaturalist.org/observations/7324137	https://static.inaturalist.org/photos/9486102/medium.jpeg?1501709851	mikeburrell	7324137	Prickly Ash	Plantae	54836	FALSE	1	0	2017-08-02 8:17:45 AM EDT	8/2/2017	2017-08-02 12:17:45 UTC	Eastern Time (US & Canada)	21			FALSE			NA	5967	2017-08-02 21:36:35 UTC	2017-11-09 07:53:21 UTC	research	CC-BY-NC	2	FALSE
Zanthoxylum americanum	8/1/2017 17:33		"1347–1413 Nugent Rd, Stone Mills, ON, CA"	44.367245	-76.86430333		Prickly-ash	http://inaturalist.ca/observations/7311779	https://static.inaturalist.org/photos/9465716/medium.jpg?1501623512	peterburke	7311779	Prickly-ash	Plantae	54836	FALSE	2	0	Tue Aug 01 2017 17:33:12 GMT-0400 (EDT)	8/1/2017	2017-08-01 21:33:12 UTC	Eastern Time (US & Canada)	NA			FALSE			NA	440749	2017-08-01 21:37:43 UTC	2018-01-04 20:37:58 UTC	research		3	FALSE
Zanthoxylum americanum	7/21/2017 8:37		"Flamborough, Hamilton, ON, Canada"	43.29223199	-79.93493557		Prickly-ash	https://www.inaturalist.org/observations/7150221	https://static.inaturalist.org/photos/9207158/medium.jpeg?1500678595	cchapman	7150221	Prickly Ash	Plantae	54836	FALSE	1	0	2017/07/21 8:37 AM EDT	7/21/2017	2017-07-21 12:37:00 UTC	Eastern Time (US & Canada)	172			FALSE			NA	108009	2017-07-21 23:39:44 UTC	2017-10-24 12:37:00 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	7/18/2017 14:26		"Lake County, US-IN, US"	41.6875046	-87.5218108		Prickly-ash	https://www.inaturalist.org/observations/7106985	https://static.inaturalist.org/photos/9137593/medium.jpeg?1500406008	marshmaiden	7106985	Prickly Ash	Plantae	54836	FALSE	1	0	2017-07-18 2:26:13 PM CDT	7/18/2017	2017-07-18 19:26:13 UTC	Central Time (US & Canada)	300			FALSE			NA	357211	2017-07-18 19:26:38 UTC	2017-10-18 21:22:57 UTC	research	CC-BY-NC	2	FALSE
Zanthoxylum americanum	6/16/2017 12:29		"Shawano County, WI, USA"	44.63605152	-88.58371207		Prickly-ash	https://www.inaturalist.org/observations/7095160	https://static.inaturalist.org/photos/9115699/medium.jpg?1500333517	thesnaguy	7095160	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/16 12:29 PM CDT	6/16/2017	2017-06-16 17:29:00 UTC	Central Time (US & Canada)	190			FALSE			NA	132961	2017-07-17 23:29:48 UTC	2017-07-20 01:24:42 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/16/2017 12:33		"Shawano County, WI, USA"	44.63605152	-88.58371207		Prickly-ash	https://www.inaturalist.org/observations/7095158	https://static.inaturalist.org/photos/9115676/medium.jpg?1500333455	thesnaguy	7095158	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/16 12:33 PM CDT	6/16/2017	2017-06-16 17:33:00 UTC	Central Time (US & Canada)	190			FALSE			NA	132961	2017-07-17 23:29:47 UTC	2017-07-18 02:09:09 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	7/13/2017 18:08		"Stormont, Dundas and Glengarry United Counties, ON, Canada"	45.02927083	-75.16947917		Prickly-ash	http://inaturalist.ca/observations/7087253	https://static.inaturalist.org/photos/9105541/medium.jpg?1500290318	brianbarkley	7087253	Prickly Ash	Plantae	54836	FALSE	1	0	2017/07/13 6:08 PM EDT	7/13/2017	2017-07-13 22:08:00 UTC	Eastern Time (US & Canada)	NA			FALSE			NA	473397	2017-07-17 11:31:11 UTC	2017-08-28 03:50:35 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	7/16/2017 9:13		"Preston Centre, North Dumfries, ON, CA"	43.38476501	-80.35269046		Prickly-ash	http://inaturalist.ca/observations/7075944	https://static.inaturalist.org/photos/9087890/medium.jpg?1500222597	alifrase	7075944	Prickly Ash	Plantae	54836	FALSE	3	1	Sun Jul 16 2017 09:13:44 GMT-0400 (EDT)	7/16/2017	2017-07-16 13:13:44 UTC	Eastern Time (US & Canada)	5			FALSE			NA	426854	2017-07-16 16:29:48 UTC	2017-10-24 12:47:16 UTC	research		3	FALSE
Zanthoxylum americanum	7/16/2017 9:13		"Waterloo, CA-ON, CA"	43.38474261	-80.35276379		Prickly-ash	https://www.inaturalist.org/observations/7074383	https://static.inaturalist.org/photos/9085659/medium.jpeg?1500215156	sw2ander	7074383	Prickly Ash	Plantae	54836	FALSE	1	0	2017-07-16 9:13:14 AM EDT	7/16/2017	2017-07-16 13:13:14 UTC	Eastern Time (US & Canada)	3			FALSE			NA	352090	2017-07-16 14:25:41 UTC	2017-10-16 14:56:31 UTC	research	CC-BY-NC	2	FALSE
Zanthoxylum americanum	7/16/2017 9:13		"Preston Centre, North Dumfries, ON, CA"	43.38477168	-80.35258636		Prickly-ash	http://inaturalist.ca/observations/7073762	https://static.inaturalist.org/photos/9084723/medium.jpg?1500210859	arobertson23	7073762	Prickly Ash	Plantae	54836	FALSE	2	0	Sun Jul 16 2017 09:13:36 GMT-0400 (EDT)	7/16/2017	2017-07-16 13:13:36 UTC	Eastern Time (US & Canada)	10			FALSE			NA	531528	2017-07-16 13:13:56 UTC	2017-10-18 21:35:54 UTC	research		3	FALSE
Zanthoxylum americanum	5/7/2017 9:10		"Washtenaw County, MI, USA"	42.18501482	-84.1102767		Prickly-ash	https://www.inaturalist.org/observations/7031478	https://static.inaturalist.org/photos/9019577/medium.jpeg?1499907942	jokurtz	7031478	Prickly Ash	Plantae	54836	FALSE	1	0	2017/05/07 9:10 AM HST	5/7/2017	2017-05-07 19:10:00 UTC	Hawaii	390			FALSE			NA	267179	2017-07-13 01:16:05 UTC	2017-08-23 19:01:19 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	5/7/2017 11:59		"Washtenaw County, MI, USA"	42.31838371	-84.0894413		Prickly-ash	https://www.inaturalist.org/observations/7031477	https://static.inaturalist.org/photos/9019561/medium.jpeg?1499907916	jokurtz	7031477	Prickly Ash	Plantae	54836	FALSE	1	0	2017/05/07 11:59 AM HST	5/7/2017	2017-05-07 21:59:00 UTC	Hawaii	602			FALSE			NA	267179	2017-07-13 01:16:03 UTC	2017-08-23 19:01:27 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	5/23/2017 19:49		"Waupaca County, US-WI, US"	44.555336	-89.15345001		Prickly-ash	https://www.inaturalist.org/observations/7007990	https://static.inaturalist.org/photos/8981272/medium.jpeg?1499741548	bsauer	7007990	Prickly Ash	Plantae	54836	FALSE	3	1	2017-05-23 7:49:18 PM CDT	5/23/2017	2017-05-24 00:49:18 UTC	Central Time (US & Canada)	NA			FALSE	gps	gps	NA	529938	2017-07-11 02:52:11 UTC	2017-07-19 22:29:45 UTC	research	CC-BY-NC	2	FALSE
Zanthoxylum americanum	7/9/2017 10:02		"Murphys Point Provincial Park, Silver Queen Mine Trail"	44.76979773	-76.2517184		Prickly-ash	https://www.inaturalist.org/observations/6992781	https://static.inaturalist.org/photos/8953519/medium.jpeg?1499662784	tobikiesewalter	6992781	Prickly Ash	Plantae	54836	FALSE	1	0	2017/07/09 10:02 AM EDT	7/9/2017	2017-07-09 14:02:00 UTC	Eastern Time (US & Canada)	257			FALSE			NA	526215	2017-07-10 05:22:01 UTC	2017-07-10 12:02:10 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/16/2017 17:02		"Columbia County, WI, USA"	43.45760287	-89.35574781		Prickly-ash	https://www.inaturalist.org/observations/6960189	https://static.inaturalist.org/photos/8900551/medium.jpg?1499470211	thesnaguy	6960189	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/16 5:02 PM CDT	6/16/2017	2017-06-16 22:02:00 UTC	Central Time (US & Canada)	185			FALSE			NA	132961	2017-07-07 23:35:29 UTC	2017-10-26 02:24:57 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	7/6/2017 17:18		"Willow River State Park, Hudson town, WI, US"	45.01158115	-92.70337877		Prickly-ash	https://www.inaturalist.org/observations/6950231	https://static.inaturalist.org/photos/8884858/medium.jpg?1499396291	connorthecoffeeguy	6950231	Prickly Ash	Plantae	54836	FALSE	1	0	Thu Jul 06 2017 17:18:56 GMT-0500 (CDT)	7/6/2017	2017-07-06 22:18:56 UTC	Central Time (US & Canada)	NA			FALSE			NA	524374	2017-07-07 02:58:02 UTC	2017-08-16 12:05:01 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	7/1/2017 13:16		"Hastings County, ON, Canada"	44.48401461	-77.22624779		Prickly-ash	http://inaturalist.ca/observations/6907162	https://static.inaturalist.org/photos/8816804/medium.jpg?1499116983	jasonjdking	6907162	Prickly-ash	Plantae	54836	FALSE	1	0	2017/07/01 1:16 PM EDT	7/1/2017	2017-07-01 17:16:00 UTC	Eastern Time (US & Canada)	122			FALSE			NA	513112	2017-07-03 21:26:37 UTC	2017-12-24 00:32:17 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	7/1/2017 8:47		Murphys Point Provincial Park - Lally Homestead	44.76610522	-76.25483751	"Canada, Ontario, 2017, July, Lally Homestead, Murphys Point Provincial Park, Perth, Canada Day Challenge, Prickly Ash"	Prickly-ash	https://www.inaturalist.org/observations/6902461	https://static.inaturalist.org/photos/8809227/medium.jpeg?1499095803	markread	6902461	Prickly-ash	Plantae	54836	FALSE	1	0	2017/07/01 8:47 AM EDT	7/1/2017	2017-07-01 12:47:00 UTC	Eastern Time (US & Canada)	NA			FALSE			NA	113793	2017-07-03 15:32:13 UTC	2017-12-22 21:56:22 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/21/2017 14:14		"Rutland, WI"	42.89170355	-89.32710632		Prickly-ash	https://www.inaturalist.org/observations/6897385	https://static.inaturalist.org/photos/8801101/medium.jpeg?1499051450	clnoll	6897385	Prickly Ash	Plantae	54836	FALSE	2	0	2017-06-21 2:14:56 PM CDT	6/21/2017	2017-06-21 19:14:56 UTC	Central Time (US & Canada)	10			FALSE			NA	424694	2017-07-03 03:10:43 UTC	2017-07-04 22:55:55 UTC	research	CC-BY-NC	2	FALSE
Zanthoxylum americanum	7/1/2017 12:16		"Elmhirst Forest, Peterborough, Ontario, Canada"	44.28486667	-78.04598		Prickly-ash	https://www.inaturalist.org/observations/6887799	https://static.inaturalist.org/photos/8785933/medium.jpeg?1499010844	donaldasutherland	6887799	Prickly Ash	Plantae	54836	FALSE	1	0	2017/07/01 12:16 PM EDT	7/1/2017	2017-07-01 16:16:00 UTC	Eastern Time (US & Canada)	2			FALSE			NA	437461	2017-07-02 16:18:33 UTC	2017-07-07 15:01:44 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/27/2017 16:41		"Sauk County, WI, USA"	43.414566	-89.717984		Prickly-ash	https://www.inaturalist.org/observations/6834780	https://static.inaturalist.org/photos/8703716/medium.jpg?1498661880	aaroncarlson	6834780	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/27 4:41 PM CDT	6/27/2017	2017-06-27 21:41:00 UTC	Central Time (US & Canada)	NA			FALSE			NA	31792	2017-06-28 15:03:17 UTC	2017-06-28 15:59:42 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/24/2017 16:58		"9603-10601 South Whitton Road Hanover, IL 61041"	42.22296648	-90.29800956		Prickly-ash	https://www.inaturalist.org/observations/6782371	https://static.inaturalist.org/photos/8623556/medium.jpeg?1498342337	bouteloua	6782371	Prickly Ash	Plantae	54836	FALSE	1	0	2017-06-24 4:58:07 PM CDT	6/24/2017	2017-06-24 21:58:07 UTC	Central Time (US & Canada)	9			FALSE			NA	8882	2017-06-24 22:12:13 UTC	2017-06-27 13:11:06 UTC	research	CC-BY-NC	2	FALSE
Zanthoxylum americanum	2017-06-22 12:26:00 UTC		"Hastings County, Ontario, Canada"	44.38766523	-77.16343045		Prickly-ash	https://www.inaturalist.org/observations/6772808	https://static.inaturalist.org/photos/8608875/medium.jpg?1498269412	lukeberg	6772808	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/22 12:26 PM UTC	6/22/2017	2017-06-22 12:26:00 UTC	UTC	62			FALSE			NA	499808	2017-06-24 01:59:01 UTC	2017-06-24 10:40:46 UTC	research		NA	FALSE
Zanthoxylum americanum	6/21/2017 13:55		"5200 Matchette Rd, Windsor, ON N9C 4E8, Canada"	42.2656784	-83.0785739		Prickly-ash	https://www.inaturalist.org/observations/6745839	https://static.inaturalist.org/photos/8567842/medium.jpeg?1498074551	tom15	6745839	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/21 1:55 PM EDT	6/21/2017	2017-06-21 17:55:00 UTC	Eastern Time (US & Canada)	186			FALSE			NA	174495	2017-06-21 19:50:14 UTC	2017-10-18 17:28:48 UTC	research		NA	FALSE
Zanthoxylum americanum	6/17/2017 11:19		"980 Woodburn Rd, Urbana, OH, US"	40.05744792	-83.79409228		Prickly-ash	https://www.inaturalist.org/observations/6706807	https://static.inaturalist.org/photos/8508333/medium.jpg?1497812366	rcurtis	6706807	Prickly Ash	Plantae	54836	FALSE	1	0	Sat Jun 17 2017 11:19:38 GMT-0400 (EDT)	6/17/2017	2017-06-17 15:19:38 UTC	Eastern Time (US & Canada)	NA			FALSE			NA	4860	2017-06-18 18:59:09 UTC	2017-06-19 03:50:40 UTC	research	CC-BY	3	FALSE
Zanthoxylum americanum	6/11/2017 13:48		"Fond Du Lac County, WI, USA"	43.64139	-88.160199		Prickly-ash	https://www.inaturalist.org/observations/6603956	https://static.inaturalist.org/photos/8385135/medium.jpg?1497248466	aaroncarlson	6603956	Prickly-ash	Plantae	54836	FALSE	2	0	2017/06/11 1:48 PM CDT	6/11/2017	2017-06-11 18:48:00 UTC	Central Time (US & Canada)	NA			FALSE			NA	31792	2017-06-12 06:24:12 UTC	2017-11-07 19:43:15 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/4/2017 10:22		"Wisconsin, US"	43.91525563	-87.84945199		Prickly-ash	https://www.inaturalist.org/observations/6602330	https://static.inaturalist.org/photos/8382543/medium.jpg?1497239459	thesnaguy	6602330	Prickly-ash	Plantae	54836	FALSE	2	0	2017/06/04 10:22 AM CDT	6/4/2017	2017-06-04 15:22:00 UTC	Central Time (US & Canada)	215	"Manitowoc County, WI, USA"	obscured	TRUE			NA	132961	2017-06-12 03:59:49 UTC	2017-11-07 19:43:30 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/1/2017 9:33	"Lapham Peak unit, Kettle Moraine State Forest"	"Waukesha County, WI, USA"	43.03573292	-88.39104474		Prickly-ash	https://www.inaturalist.org/observations/6562775	https://static.inaturalist.org/photos/8323491/medium.jpeg?1497031139	ggoatboy	6562775	Prickly-ash	Plantae	54836	FALSE	3	0	2017/06/01 9:33 AM CDT	6/1/2017	2017-06-01 14:33:00 UTC	Central Time (US & Canada)	2			FALSE			NA	276236	2017-06-09 18:02:19 UTC	2017-11-07 19:43:26 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/6/2017 20:19		"1079 Herne Bay Way, Howard, WI, US"	44.57009981	-88.12082098		Prickly-ash	https://www.inaturalist.org/observations/6529185	https://static.inaturalist.org/photos/8272263/medium.jpg?1496798386	jnook373	6529185	Prickly Ash	Plantae	54836	FALSE	1	0	Tue Jun 06 2017 20:19:37 GMT-0500 (CDT)	6/6/2017	2017-06-07 01:19:37 UTC	Central Time (US & Canada)	5			FALSE			NA	458075	2017-06-07 01:19:40 UTC	2017-06-12 13:23:11 UTC	research		3	FALSE
Zanthoxylum americanum	6/5/2017 20:02		"Buckhorn State Park, Germantown, WI, US"	43.93662154	-90.00592416	NA	Prickly-ash	https://www.inaturalist.org/observations/6516861	https://static.inaturalist.org/photos/8253610/medium.jpg?1496714853	benandkerstyn	6516861	Prickly Ash	Plantae	54836	FALSE	1	0	Mon Jun 05 2017 20:02:30 GMT-0500 (CDT)	6/5/2017	2017-06-06 01:02:30 UTC	Central Time (US & Canada)	361			FALSE	NA	NA	NA	462472	2017-06-06 02:07:02 UTC	2017-06-06 02:19:03 UTC	research	CC-BY-NC	3	FALSE
Zanthoxylum americanum	6/4/2017 11:54		"Sheboygan County, WI, USA"	43.868357	-88.018434	NA	Prickly-ash	https://www.inaturalist.org/observations/6514931	https://static.inaturalist.org/photos/8250299/medium.jpg?1496705185	aaroncarlson	6514931	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/04 11:54 AM CDT	6/4/2017	2017-06-04 16:54:00 UTC	Central Time (US & Canada)	NA			FALSE	NA	NA	NA	31792	2017-06-05 23:27:08 UTC	2017-06-06 00:02:27 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/3/2017 13:43		"Walworth County, WI, USA"	42.822622	-88.597754	NA	Prickly-ash	https://www.inaturalist.org/observations/6487221	https://static.inaturalist.org/photos/8205855/medium.jpg?1496533320	aaroncarlson	6487221	Prickly Ash	Plantae	54836	FALSE	1	0	2017/06/03 1:43 PM CDT	6/3/2017	2017-06-03 18:43:00 UTC	Central Time (US & Canada)	NA			FALSE	NA	NA	NA	31792	2017-06-03 23:42:30 UTC	2017-06-04 00:01:53 UTC	research	CC-BY-NC	NA	FALSE
Zanthoxylum americanum	6/2/2017 14:28		"S3439 Cole Bluff Ln, Buffalo, WI, US"	44.09381786	-91.62908432	NA	Prickly-ash	https://www.inaturalist.org/observations/6469787	https://static.inaturalist.org/photos/8181339/medium.jpg?1496431806	jlallaman	6469787	Prickly Ash	Plantae	54836	FALSE	2	0	Fri Jun 02 2017 14:28:36 GMT-0500 (CDT)	6/2/2017	2017-06-02 19:28:36 UTC	Central Time (US & Canada)	5			FALSE	NA	NA	NA	497196	2017-06-02 19:29:35 UTC	2017-06-03 03:21:37 UTC	research		3	FALSE
Zanthoxylum americanum	6/2/2017 9:20		"14401–14715 Highway 62, Madoc, ON, CA"	44.52883667	-77.490555	NA	Prickly-ash	http://inaturalist.ca/observations/6466295	https://static.inaturalist.org/photos/8176063/medium.jpg?1496410735	peterburke	6466295	Prickly Ash	Plantae	54836	FALSE	1	0	Fri Jun 02 2017 09:20:07 GMT-0400 (EDT)	6/2/2017	2017-06-02 13:20:07 UTC	Eastern Time (US & Canada)	NA			FALSE	NA	NA	NA	440749	2017-06-02 13:38:42 UTC	2017-06-24 23:26:37 UTC	research		3	FALSE
Zanthoxylum americanum	6/2/2017 9:06		"Madoc, Madoc, ON, CA"	44.52810036	-77.49104946	NA	Prickly-ash	http://inaturalist.ca/observations/6466284	https://static.inaturalist.org/photos/8176052/medium.jpg?1496410655	peterburke	6466284	Prickly Ash	Plantae	54836	FALSE	1	0	Fri Jun 02 2017 09:06:48 GMT-0400 (EDT)	6/2/2017	2017-06-02 13:06:48 UTC	Eastern Time (US & Canada)	5			FALSE	NA	NA	NA	440749	2017-06-02 13:37:23 UTC	2017-06-02 21:40:07 UTC	research		3	FALSE
Zanthoxylum americanum	6/1/2017 19:59		"Mississippi Gorge Regional Park, Minneapolis, MN, US"	44.93646667	-93.20401667	NA	Prickly-ash	https://www.inaturalist.org/observations/6464249	https://static.inaturalist.org/photos/8172536/medium.jpg?1496378717	jscc	6464249	Prickly Ash	Plantae	54836	FALSE	2	0	Thu Jun 01 2017 19:59:34 GMT-0500 (CDT)	6/1/2017	2017-06-02 00:59:34 UTC	Central Time (US & Canada)	NA			FALSE	NA	NA	NA	210238	2017-06-02 04:44:14 UTC	2017-11-06 04:20:53 UTC	research	CC-BY-NC	3	FALSE
